ordered_group_id,query_id_a,query_id_b,sample_id_a,sample_id_b,sequence_a,sequence_b,sequence_gap,is_step1_pair,delta_E_degrees,delta_N_degrees,degree_space_displacement,crs_status,metric_distance_claim_allowed
Chuanmei__90,q_000481,q_000482,Chuanmei_90_000081,Chuanmei_90_000082,81,82,1,True,0.0002057500000063328,2.5555555538403496e-06,0.00020576587026714297,UNVERIFIED,False
Chuanmei__90,q_000482,q_000483,Chuanmei_90_000082,Chuanmei_90_000083,82,83,1,True,0.00020947222219547257,1.9722222219797914e-06,0.0002094815064200234,UNVERIFIED,False
Chuanmei__90,q_000483,q_000484,Chuanmei_90_000083,Chuanmei_90_000084,83,84,1,True,0.00020697222224441703,3.3611111120990245e-06,0.0002069995117112604,UNVERIFIED,False
Chuanmei__90,q_000484,q_000485,Chuanmei_90_000084,Chuanmei_90_000085,84,85,1,True,6.833333316080825e-06,-0.0001828055555535002,0.00018293322712244626,UNVERIFIED,False
Chuanmei__90,q_000485,q_000486,Chuanmei_90_000085,Chuanmei_90_000086,85,86,1,True,-0.00020008333331134054,-3.25000000245268e-06,0.00020010972682254339,UNVERIFIED,False
Chuanmei__90,q_000486,q_000487,Chuanmei_90_000086,Chuanmei_90_000087,86,87,1,True,-0.00021036111112948674,-4.055555553605927e-06,0.0002104002010609321,UNVERIFIED,False
Chuanmei__90,q_000487,q_000488,Chuanmei_90_000087,Chuanmei_90_000088,87,88,1,True,-0.00020750000000191449,-8.333333347820826e-07,0.0002075016733552801,UNVERIFIED,False
Chuanmei__90,q_000488,q_000489,Chuanmei_90_000088,Chuanmei_90_000089,88,89,1,True,-0.00020591666665836783,-4.722222222142136e-07,0.00020591720812384895,UNVERIFIED,False
Chuanmei__90,q_000489,q_000490,Chuanmei_90_000089,Chuanmei_90_000090,89,90,1,True,-0.00020622222221788888,-5.277777777479287e-06,0.000206289747381572,UNVERIFIED,False
Chuanmei__90,q_000490,q_000491,Chuanmei_90_000090,Chuanmei_90_000091,90,91,1,True,-0.00020827777775878076,-2.9166666664082186e-06,0.0002082981988702231,UNVERIFIED,False
Chuanmei__90,q_000491,q_000492,Chuanmei_90_000091,Chuanmei_90_000092,91,92,1,True,-0.00020833333336156556,-1.250000000396767e-06,0.00020833708332781804,UNVERIFIED,False
Chuanmei__90,q_000492,q_000493,Chuanmei_90_000092,Chuanmei_90_000093,92,93,1,True,-0.00020966666663468914,4.7222221866149994e-07,0.0002096671984157886,UNVERIFIED,False
Chuanmei__90,q_000493,q_000494,Chuanmei_90_000093,Chuanmei_90_000094,93,94,1,True,-0.00021055555558291417,-2.2777777743954175e-06,0.0002105678756563289,UNVERIFIED,False
Chuanmei__90,q_000494,q_000495,Chuanmei_90_000094,Chuanmei_90_000095,94,95,1,True,-0.00020522222222041364,-2.916666662855505e-06,0.00020524294735144264,UNVERIFIED,False
Chuanmei__90,q_000495,q_000496,Chuanmei_90_000095,Chuanmei_90_000096,95,96,1,True,-0.00021002777775436243,-2.7777780076121417e-08,0.00021002777959127438,UNVERIFIED,False
Chuanmei__90,q_000496,q_000497,Chuanmei_90_000096,Chuanmei_90_000097,96,97,1,True,-0.00020902777779951975,-6.138888885232063e-06,0.0002091179041797967,UNVERIFIED,False
Chuanmei__90,q_000497,q_000498,Chuanmei_90_000097,Chuanmei_90_000098,97,98,1,True,-0.00020786111110737693,-3.0833333397595197e-06,0.00020788397835157325,UNVERIFIED,False
Chuanmei__90,q_000498,q_000499,Chuanmei_90_000098,Chuanmei_90_000099,98,99,1,True,-0.0002048333333419805,-1.4166666595372135e-06,0.0002048382322527002,UNVERIFIED,False
Chuanmei__90,q_000499,q_000500,Chuanmei_90_000099,Chuanmei_90_000100,99,100,1,True,-0.00020986111111653827,-2.694444450668243e-06,0.00020987840763157548,UNVERIFIED,False
Chuanmei__90,q_000500,q_000501,Chuanmei_90_000100,Chuanmei_90_000101,100,101,1,True,-0.00020524999999338434,-2.0555555551027282e-06,0.00020526029281359897,UNVERIFIED,False
Chuanmei__90,q_000501,q_000502,Chuanmei_90_000101,Chuanmei_90_000102,101,102,1,True,-4.722222115560726e-07,-0.0001839166666677272,0.00018391727290275093,UNVERIFIED,False
Chuanmei__90,q_000502,q_000503,Chuanmei_90_000102,Chuanmei_90_000103,102,103,1,True,0.0002039722222235696,2.1666666718545002e-06,0.00020398372945724908,UNVERIFIED,False
Chuanmei__90,q_000503,q_000504,Chuanmei_90_000103,Chuanmei_90_000104,103,104,1,True,0.00020649999997601753,8.888888842761844e-07,0.00020650191309899243,UNVERIFIED,False
Chuanmei__90,q_000504,q_000505,Chuanmei_90_000104,Chuanmei_90_000105,104,105,1,True,0.00020727777778972722,-1.1111111319905831e-07,0.0002072778075702438,UNVERIFIED,False
Chuanmei__90,q_000505,q_000506,Chuanmei_90_000105,Chuanmei_90_000106,105,106,1,True,0.00020919444445155477,2.8888888934375245e-06,0.00020921439068198263,UNVERIFIED,False
Chuanmei__90,q_000506,q_000507,Chuanmei_90_000106,Chuanmei_90_000107,106,107,1,True,0.00020497222222104483,4.916666664911418e-06,0.00020503118175859797,UNVERIFIED,False
Chuanmei__90,q_000507,q_000508,Chuanmei_90_000107,Chuanmei_90_000108,107,108,1,True,0.00020744444444176224,2.0555555551027282e-06,0.00020745462838507966,UNVERIFIED,False
Chuanmei__90,q_000508,q_000509,Chuanmei_90_000108,Chuanmei_90_000109,108,109,1,True,0.0002084444444676592,3.6111111612058266e-07,0.0002084447572635715,UNVERIFIED,False
Chuanmei__90,q_000509,q_000510,Chuanmei_90_000109,Chuanmei_90_000110,109,110,1,True,0.00021066666663216438,-2.500000000793534e-06,0.00021068149997071755,UNVERIFIED,False
Chuanmei__90,q_000510,q_000511,Chuanmei_90_000110,Chuanmei_90_000111,110,111,1,True,0.00020924999999749616,6.11111108383966e-07,0.00020925089236545428,UNVERIFIED,False
Chuanmei__90,q_000511,q_000512,Chuanmei_90_000111,Chuanmei_90_000112,111,112,1,True,0.00020838888890750695,1.9999999949504854e-06,0.00020839848612714314,UNVERIFIED,False
Chuanmei__90,q_000512,q_000513,Chuanmei_90_000112,Chuanmei_90_000113,112,113,1,True,0.000207777777774254,-8.333333312293689e-07,0.00020777944889052,UNVERIFIED,False
Chuanmei__90,q_000513,q_000514,Chuanmei_90_000113,Chuanmei_90_000114,113,114,1,True,0.00020874999999875854,5.5555556599529154e-08,0.00020875000739138086,UNVERIFIED,False
Chuanmei__90,q_000514,q_000515,Chuanmei_90_000114,Chuanmei_90_000115,114,115,1,True,0.00020597222224694178,1.8888888888568545e-06,0.0002059808831871978,UNVERIFIED,False
Chuanmei__90,q_000515,q_000516,Chuanmei_90_000115,Chuanmei_90_000116,115,116,1,True,0.00020841666665205594,1.0555555540747719e-06,0.00020841933963977992,UNVERIFIED,False
Chuanmei__90,q_000516,q_000517,Chuanmei_90_000116,Chuanmei_90_000117,116,117,1,True,0.00021102777776604853,-2.4999999972408204e-06,0.00021104258572350503,UNVERIFIED,False
Chuanmei__90,q_000517,q_000518,Chuanmei_90_000117,Chuanmei_90_000118,117,118,1,True,0.0002042222222229384,4.444444442697204e-06,0.00020427057824385638,UNVERIFIED,False
Chuanmei__90,q_000518,q_000519,Chuanmei_90_000118,Chuanmei_90_000119,118,119,1,True,-4.416666641304801e-06,-0.00018019444444306032,0.00018024856380111207,UNVERIFIED,False
Chuanmei__90,q_000519,q_000520,Chuanmei_90_000119,Chuanmei_90_000120,119,120,1,True,-0.0002020277778029822,-1.8888888888568545e-06,0.00020203660783443578,UNVERIFIED,False
Chuanmei__90,q_000520,q_000521,Chuanmei_90_000120,Chuanmei_90_000121,120,121,1,True,-0.00021163888888509064,-1.0277777775513641e-06,0.0002116413844588902,UNVERIFIED,False
Chuanmei__90,q_000521,q_000522,Chuanmei_90_000121,Chuanmei_90_000122,121,122,1,True,-0.00020852777777236042,6.111111119366797e-07,0.00020852867323097336,UNVERIFIED,False
Chuanmei__90,q_000522,q_000523,Chuanmei_90_000122,Chuanmei_90_000123,122,123,1,True,-0.00020741666666879155,-2.9999999995311555e-06,0.00020743836099427167,UNVERIFIED,False
Chuanmei__90,q_000523,q_000524,Chuanmei_90_000123,Chuanmei_90_000124,123,124,1,True,-0.00020247222222735672,-3.972222224035704e-06,0.00020251118320498067,UNVERIFIED,False
Chuanmei__90,q_000524,q_000525,Chuanmei_90_000124,Chuanmei_90_000125,124,125,1,True,-0.0002145000000126629,-3.4444444452219614e-06,0.0002145276537021943,UNVERIFIED,False
Chuanmei__90,q_000525,q_000526,Chuanmei_90_000125,Chuanmei_90_000126,125,126,1,True,-0.00020783333332019538,-4.138888886728864e-06,0.00020787454110640898,UNVERIFIED,False
Chuanmei__90,q_000526,q_000527,Chuanmei_90_000126,Chuanmei_90_000127,126,127,1,True,-0.00020922222223873632,-1.5277777798416992e-06,0.00020922780021655763,UNVERIFIED,False
Chuanmei__90,q_000527,q_000528,Chuanmei_90_000127,Chuanmei_90_000128,127,128,1,True,-0.000211166666630902,3.3333333604446125e-07,0.00021116692971940332,UNVERIFIED,False
Chuanmei__90,q_000528,q_000529,Chuanmei_90_000128,Chuanmei_90_000129,128,129,1,True,-0.00020525000002180604,-2.361111111071068e-06,0.0002052635801953922,UNVERIFIED,False
Chuanmei__90,q_000529,q_000530,Chuanmei_90_000129,Chuanmei_90_000130,129,130,1,True,-0.00020758333334924828,-1.3000000002705292e-05,0.00020799000044342388,UNVERIFIED,False
Chuanmei__90,q_000530,q_000531,Chuanmei_90_000130,Chuanmei_90_000131,130,131,1,True,-0.00020819444443986868,8.91666666547053e-06,0.00020838530092127103,UNVERIFIED,False
Chuanmei__90,q_000531,q_000532,Chuanmei_90_000131,Chuanmei_90_000132,131,132,1,True,-0.0002104722221929478,-1.999999998503199e-06,0.00021048172442003513,UNVERIFIED,False
Chuanmei__90,q_000532,q_000533,Chuanmei_90_000132,Chuanmei_90_000133,132,133,1,True,-0.00020513888890150156,-9.166666643523058e-07,0.0002051409369616804,UNVERIFIED,False
Chuanmei__90,q_000533,q_000534,Chuanmei_90_000133,Chuanmei_90_000134,133,134,1,True,-0.00021063888890182625,-1.1388888907504224e-06,0.0002106419677692491,UNVERIFIED,False
Chuanmei__90,q_000534,q_000535,Chuanmei_90_000134,Chuanmei_90_000135,134,135,1,True,-0.00021008333331451468,-3.3611111120990245e-06,0.00021011021870543409,UNVERIFIED,False
Chuanmei__90,q_000535,q_000536,Chuanmei_90_000135,Chuanmei_90_000136,135,136,1,True,3.5555555513155923e-06,-0.00017119444444446685,0.0001712313633185467,UNVERIFIED,False
Chuanmei__90,q_000536,q_000537,Chuanmei_90_000136,Chuanmei_90_000137,136,137,1,True,0.00020744444444176224,-2.138888888225665e-06,0.0002074554708254944,UNVERIFIED,False
Chuanmei__90,q_000537,q_000538,Chuanmei_90_000137,Chuanmei_90_000138,137,138,1,True,0.0002073611111086393,5.833333354132719e-07,0.00020736193160266823,UNVERIFIED,False
Chuanmei__90,q_000538,q_000539,Chuanmei_90_000138,Chuanmei_90_000139,138,139,1,True,0.00020527777778056588,2.444444444194005e-06,0.0002052923314670281,UNVERIFIED,False
Chuanmei__90,q_000539,q_000540,Chuanmei_90_000139,Chuanmei_90_000140,139,140,1,True,0.00021013888887466692,1.3888888616975237e-07,0.00021013893477316934,UNVERIFIED,False
Chuanmei__90,q_000540,q_000541,Chuanmei_90_000140,Chuanmei_90_000141,140,141,1,True,0.00020602777780709403,1.250000000396767e-06,0.00020603156973660687,UNVERIFIED,False
Chuanmei__90,q_000541,q_000542,Chuanmei_90_000141,Chuanmei_90_000142,141,142,1,True,0.00020977777776920448,-1.38888879064325e-07,0.00020977782374671176,UNVERIFIED,False
Chuanmei__90,q_000542,q_000543,Chuanmei_90_000142,Chuanmei_90_000143,142,143,1,True,0.00020580555553806335,7.777777675244124e-07,0.00020580702521679509,UNVERIFIED,False
Chuanmei__90,q_000543,q_000544,Chuanmei_90_000143,Chuanmei_90_000144,143,144,1,True,0.00020700000000317686,5.555555553371505e-07,0.00020700074551385143,UNVERIFIED,False
Chuanmei__90,q_000544,q_000545,Chuanmei_90_000144,Chuanmei_90_000145,144,145,1,True,0.00020766666666816036,1.944444463219952e-07,0.00020766675770018543,UNVERIFIED,False
Chuanmei__90,q_000545,q_000546,Chuanmei_90_000145,Chuanmei_90_000146,145,146,1,True,0.00020569444446039142,-2.7777776523407738e-08,0.00020569444633600082,UNVERIFIED,False
Chuanmei__90,q_000546,q_000547,Chuanmei_90_000146,Chuanmei_90_000147,146,147,1,True,0.0002104722221929478,1.4722222161367426e-06,0.00021047737111882427,UNVERIFIED,False
Chuanmei__90,q_000547,q_000548,Chuanmei_90_000147,Chuanmei_90_000148,147,148,1,True,0.00020866666667984646,-7.222222180303106e-07,0.00020866791652817727,UNVERIFIED,False
Chuanmei__90,q_000548,q_000549,Chuanmei_90_000148,Chuanmei_90_000149,148,149,1,True,0.00020780555556143554,-4.1666666561468446e-07,0.00020780597328591666,UNVERIFIED,False
Chuanmei__90,q_000549,q_000550,Chuanmei_90_000149,Chuanmei_90_000150,149,150,1,True,0.00020852777775814957,4.1666666561468446e-07,0.00020852819403587242,UNVERIFIED,False
Chuanmei__90,q_000550,q_000551,Chuanmei_90_000150,Chuanmei_90_000151,150,151,1,True,0.0002071666666836336,8.333333347820826e-07,0.00020716834272942043,UNVERIFIED,False
Chuanmei__90,q_000551,q_000552,Chuanmei_90_000151,Chuanmei_90_000152,151,152,1,True,0.00020786111112158778,6.944444450596166e-07,0.00020786227115517702,UNVERIFIED,False
Chuanmei__90,q_000552,q_000553,Chuanmei_90_000152,Chuanmei_90_000153,152,153,1,True,4.472222215667898e-06,-0.00017972222222795153,0.00017977785718519261,UNVERIFIED,False
Chuanmei__90,q_000553,q_000554,Chuanmei_90_000153,Chuanmei_90_000154,153,154,1,True,-0.000201916666654256,-4.19444443977568e-06,0.00020196022785916117,UNVERIFIED,False
Chuanmei__90,q_000554,q_000555,Chuanmei_90_000154,Chuanmei_90_000155,154,155,1,True,-0.00020638888888413476,-1.8333333322573253e-06,0.0002063970313883775,UNVERIFIED,False
Chuanmei__90,q_000555,q_000556,Chuanmei_90_000155,Chuanmei_90_000156,155,156,1,True,-0.00021369444448282593,-4.138888890281578e-06,0.00021373452225616167,UNVERIFIED,False
Chuanmei__90,q_000556,q_000557,Chuanmei_90_000156,Chuanmei_90_000157,156,157,1,True,-0.00020186111109410376,-2.500000000793534e-06,0.0002018765914417768,UNVERIFIED,False
Chuanmei__90,q_000557,q_000558,Chuanmei_90_000157,Chuanmei_90_000158,157,158,1,True,-0.00020558333332587608,2.499999993688107e-07,0.00020558348533230474,UNVERIFIED,False
Chuanmei__90,q_000558,q_000559,Chuanmei_90_000158,Chuanmei_90_000159,158,159,1,True,-0.0002113055555810206,-1.3888888865665194e-06,0.0002113101200410028,UNVERIFIED,False
Chuanmei__90,q_000559,q_000560,Chuanmei_90_000159,Chuanmei_90_000160,159,160,1,True,-0.00021713888887120447,-6.638888891075112e-06,0.0002172403551505321,UNVERIFIED,False
Chuanmei__90,q_000560,q_000561,Chuanmei_90_000160,Chuanmei_90_000161,160,161,1,True,-0.00020177777776098083,-2.444444444194005e-06,0.0002017925838746323,UNVERIFIED,False
Chuanmei__90,q_000561,q_000562,Chuanmei_90_000161,Chuanmei_90_000162,161,162,1,True,-0.00020266666668078415,-2.416666657012456e-06,0.00020268107474855952,UNVERIFIED,False
Chuanmei__90,q_000562,q_000563,Chuanmei_90_000162,Chuanmei_90_000163,162,163,1,True,-0.00021427777775784307,-3.333333342681044e-06,0.00021430370307582886,UNVERIFIED,False
Chuanmei__90,q_000563,q_000564,Chuanmei_90_000163,Chuanmei_90_000164,163,164,1,True,-0.00019927777780992528,-1.0277777775513641e-06,0.00019928042818104837,UNVERIFIED,False
Chuanmei__90,q_000564,q_000565,Chuanmei_90_000164,Chuanmei_90_000165,164,165,1,True,-0.00020994444443545035,1.9444444454563836e-06,0.0002099534486821099,UNVERIFIED,False
Chuanmei__90,q_000565,q_000566,Chuanmei_90_000165,Chuanmei_90_000166,165,166,1,True,-0.0002108888888869842,-4.194444443328393e-06,0.0002109305971645056,UNVERIFIED,False
Chuanmei__90,q_000566,q_000567,Chuanmei_90_000166,Chuanmei_90_000167,166,167,1,True,-0.00020730555554848706,-5.277777781032e-06,0.0002073727279551793,UNVERIFIED,False
Chuanmei__90,q_000567,q_000568,Chuanmei_90_000167,Chuanmei_90_000168,167,168,1,True,-0.00020730555556269792,-1.5555555528123932e-06,0.0002073113916798513,UNVERIFIED,False
Chuanmei__90,q_000568,q_000569,Chuanmei_90_000168,Chuanmei_90_000169,168,169,1,True,-0.00021097222222010714,-9.166666679050195e-07,0.00021097421365245166,UNVERIFIED,False
Chuanmei__90,q_000569,q_000570,Chuanmei_90_000169,Chuanmei_90_000170,169,170,1,True,-4.250000003480636e-06,-0.00018474999999895658,0.00018479887716012789,UNVERIFIED,False
Chuanmei__90,q_000570,q_000571,Chuanmei_90_000170,Chuanmei_90_000171,170,171,1,True,0.00020813888890813814,1.0277777775513641e-06,0.00020814142644623703,UNVERIFIED,False
Chuanmei__90,q_000571,q_000572,Chuanmei_90_000171,Chuanmei_90_000172,171,172,1,True,0.00020561111111305763,2.9722222230077477e-06,0.00020563259254818792,UNVERIFIED,False
Chuanmei__90,q_000572,q_000573,Chuanmei_90_000172,Chuanmei_90_000173,172,173,1,True,0.00020983333331514586,-2.9166666699609323e-06,0.00020985360305367348,UNVERIFIED,False
Chuanmei__90,q_000573,q_000574,Chuanmei_90_000173,Chuanmei_90_000174,173,174,1,True,0.00020461111112979324,3.027777779607277e-06,0.00020463351200634584,UNVERIFIED,False
Chuanmei__90,q_000574,q_000575,Chuanmei_90_000174,Chuanmei_90_000175,174,175,1,True,0.00020780555553301383,1.3611111100431117e-06,0.00020781001307405373,UNVERIFIED,False
Chuanmei__90,q_000575,q_000576,Chuanmei_90_000175,Chuanmei_90_000176,175,176,1,True,0.0002081111111209566,2.8055555496564466e-06,0.00020813002117412411,UNVERIFIED,False
Chuanmei__90,q_000576,q_000577,Chuanmei_90_000176,Chuanmei_90_000177,176,177,1,True,0.00020758333333503742,-1.4166666595372135e-06,0.00020758816734801986,UNVERIFIED,False
Chuanmei__90,q_000577,q_000578,Chuanmei_90_000177,Chuanmei_90_000178,177,178,1,True,0.00020652777776319908,1.8333333322573253e-06,0.000206535914791865,UNVERIFIED,False
Chuanmei__90,q_000578,q_000579,Chuanmei_90_000178,Chuanmei_90_000179,178,179,1,True,0.0002077500000012833,-6.388888884600874e-07,0.00020775098237925377,UNVERIFIED,False
Chuanmei__90,q_000579,q_000580,Chuanmei_90_000179,Chuanmei_90_000180,179,180,1,True,0.00020783333332019538,1.1111111319905831e-07,0.0002078333630211062,UNVERIFIED,False
Chuanmei__90,q_000580,q_000581,Chuanmei_90_000180,Chuanmei_90_000181,180,181,1,True,0.0002084722222406299,1.4722222196894563e-06,0.00020847742056206165,UNVERIFIED,False
Chuanmei__90,q_000581,q_000582,Chuanmei_90_000181,Chuanmei_90_000182,181,182,1,True,0.00020852777775814957,1.0277777775513641e-06,0.0002085303105639855,UNVERIFIED,False
Chuanmei__90,q_000582,q_000583,Chuanmei_90_000182,Chuanmei_90_000183,182,183,1,True,0.00020652777780583165,-1.111111110674301e-06,0.0002065307666506742,UNVERIFIED,False
Chuanmei__90,q_000583,q_000584,Chuanmei_90_000183,Chuanmei_90_000184,183,184,1,True,0.0002051666666602614,2.5555555573930633e-06,0.00020518258204021544,UNVERIFIED,False
Chuanmei__90,q_000584,q_000585,Chuanmei_90_000184,Chuanmei_90_000185,184,185,1,True,0.00020633333333819337,8.055555547059612e-07,0.00020633490583563834,UNVERIFIED,False
Chuanmei__90,q_000585,q_000586,Chuanmei_90_000185,Chuanmei_90_000186,185,186,1,True,0.00021225000000413274,6.666666614307815e-07,0.00021225104698491316,UNVERIFIED,False
Chuanmei__90,q_000586,q_000587,Chuanmei_90_000186,Chuanmei_90_000187,186,187,1,True,1.3055555569962962e-06,-0.0001754999999974416,0.0001755048559852815,UNVERIFIED,False
Chuanmei__90,q_000587,q_000588,Chuanmei_90_000187,Chuanmei_90_000188,187,188,1,True,-0.00020383333334450526,-4.777777771636238e-06,0.00020388932032543378,UNVERIFIED,False
Chuanmei__90,q_000588,q_000589,Chuanmei_90_000188,Chuanmei_90_000189,188,189,1,True,-0.00020716666665521188,-9.166666714577332e-07,0.00020716869466890563,UNVERIFIED,False
Chuanmei__90,q_000589,q_000590,Chuanmei_90_000189,Chuanmei_90_000190,189,190,1,True,-0.00020736111112285016,3.861111110836646e-06,0.00020739705539161648,UNVERIFIED,False
Chuanmei__90,q_000590,q_000591,Chuanmei_90_000190,Chuanmei_90_000191,190,191,1,True,-0.00020863888887845405,-1.2222222203206456e-06,0.00020864246878234485,UNVERIFIED,False
Chuanmei__90,q_000591,q_000592,Chuanmei_90_000191,Chuanmei_90_000192,191,192,1,True,-0.0002090277777853089,-5.555555553371505e-07,0.00020902851606381255,UNVERIFIED,False
Chuanmei__90,q_000592,q_000593,Chuanmei_90_000192,Chuanmei_90_000193,192,193,1,True,-0.00020944444445092358,2.4722222207174127e-06,0.0002094590346441629,UNVERIFIED,False
Chuanmei__90,q_000593,q_000594,Chuanmei_90_000193,Chuanmei_90_000194,193,194,1,True,-0.00021086111112822437,-7.222222215830243e-07,0.00021086234796939622,UNVERIFIED,False
Chuanmei__90,q_000594,q_000595,Chuanmei_90_000194,Chuanmei_90_000195,194,195,1,True,-0.00020494444441965243,1.1111110609363095e-07,0.0002049444745392222,UNVERIFIED,False
Chuanmei__90,q_000595,q_000596,Chuanmei_90_000195,Chuanmei_90_000196,195,196,1,True,-0.00020691666665584307,1.6666666731168789e-06,0.00020692337885740354,UNVERIFIED,False
Chuanmei__90,q_000596,q_000597,Chuanmei_90_000196,Chuanmei_90_000197,196,197,1,True,-0.00020827777778720247,-1.0833333341508933e-06,0.00020828059518612907,UNVERIFIED,False
Chuanmei__90,q_000597,q_000598,Chuanmei_90_000197,Chuanmei_90_000198,197,198,1,True,-0.00021269444445692898,4.999999951849077e-07,0.00021269503215363736,UNVERIFIED,False
Chuanmei__90,q_000598,q_000599,Chuanmei_90_000198,Chuanmei_90_000199,198,199,1,True,-0.00020405555554248167,1.1944444473499516e-06,0.0002040590513681974,UNVERIFIED,False
Hangdian__100,q_000600,q_000601,Hangdian_100_000000,Hangdian_100_000001,0,1,1,True,-0.00019627777776065614,-4.388888886097675e-06,0.0001963268407231065,UNVERIFIED,False
Hangdian__100,q_000601,q_000602,Hangdian_100_000001,Hangdian_100_000002,1,2,1,True,-0.00020497222222104483,-4.527777782925568e-06,0.0002050222247803514,UNVERIFIED,False
Hangdian__100,q_000602,q_000603,Hangdian_100_000002,Hangdian_100_000003,2,3,1,True,-0.00019774999999810916,-2.166666664749073e-06,0.00019776186928649394,UNVERIFIED,False
Hangdian__100,q_000603,q_000604,Hangdian_100_000003,Hangdian_100_000004,3,4,1,True,-0.0002135277777739475,-1.944444463219952e-07,0.00021352786630724106,UNVERIFIED,False
Hangdian__100,q_000604,q_000605,Hangdian_100_000004,Hangdian_100_000005,4,5,1,True,-0.00021513888889046484,-1.8055555557339176e-06,0.00021514646532975768,UNVERIFIED,False
Hangdian__100,q_000605,q_000606,Hangdian_100_000005,Hangdian_100_000006,5,6,1,True,-0.00020961111111716946,-1.0277777811040778e-06,0.0002096136308328771,UNVERIFIED,False
Hangdian__100,q_000606,q_000607,Hangdian_100_000006,Hangdian_100_000007,6,7,1,True,-0.00020113888888317888,-5.138888884204107e-06,0.00020120452480032347,UNVERIFIED,False
Hangdian__100,q_000607,q_000608,Hangdian_100_000007,Hangdian_100_000008,7,8,1,True,-0.0002077777778026757,-6.388888849073737e-07,0.0002077787600493018,UNVERIFIED,False
Hangdian__100,q_000608,q_000609,Hangdian_100_000008,Hangdian_100_000009,8,9,1,True,-0.00020702777774772585,-2.7777778299764577e-07,0.0002070279641006463,UNVERIFIED,False
Hangdian__100,q_000609,q_000610,Hangdian_100_000009,Hangdian_100_000010,9,10,1,True,-0.0002046666666899455,-1.4166666666426408e-06,0.00020467156958995947,UNVERIFIED,False
Hangdian__100,q_000610,q_000611,Hangdian_100_000010,Hangdian_100_000011,10,11,1,True,-0.0002233611110966649,1.8611111158861604e-06,0.0002233688646273745,UNVERIFIED,False
Hangdian__100,q_000611,q_000612,Hangdian_100_000011,Hangdian_100_000012,11,12,1,True,-0.0001965277777742358,-4.583333335972384e-06,0.0001965812157388087,UNVERIFIED,False
Hangdian__100,q_000612,q_000613,Hangdian_100_000012,Hangdian_100_000013,12,13,1,True,-0.0002032777777856154,-1.6388888894880438e-06,0.00020328438429513006,UNVERIFIED,False
Hangdian__100,q_000613,q_000614,Hangdian_100_000013,Hangdian_100_000014,13,14,1,True,-0.0002083055555459623,-1.5833333328885146e-06,0.00020831157292804214,UNVERIFIED,False
Hangdian__100,q_000614,q_000615,Hangdian_100_000014,Hangdian_100_000015,14,15,1,True,-0.00020483333335619136,-4.8333333353411945e-06,0.0002048903501020464,UNVERIFIED,False
Hangdian__100,q_000615,q_000616,Hangdian_100_000015,Hangdian_100_000016,15,16,1,True,-0.0002095277777556248,-1.5555555528123932e-06,0.00020953355197745393,UNVERIFIED,False
Hangdian__100,q_000616,q_000617,Hangdian_100_000016,Hangdian_100_000017,16,17,1,True,-1.3222222221997981e-05,-0.00017438888889032,0.00017488942715009469,UNVERIFIED,False
Hangdian__100,q_000617,q_000618,Hangdian_100_000017,Hangdian_100_000018,17,18,1,True,0.00020913888887719168,-3.388888888622432e-06,0.00020916634387177532,UNVERIFIED,False
Hangdian__100,q_000618,q_000619,Hangdian_100_000018,Hangdian_100_000019,18,19,1,True,0.0002032777777856154,2.6111111104398788e-06,0.00020329454700677315,UNVERIFIED,False
Hangdian__100,q_000619,q_000620,Hangdian_100_000019,Hangdian_100_000020,19,20,1,True,0.0002109166666599549,-1.5833333328885146e-06,0.00021092260955001853,UNVERIFIED,False
Hangdian__100,q_000620,q_000621,Hangdian_100_000020,Hangdian_100_000021,20,21,1,True,0.0002080277777736228,1.4166666666426408e-06,0.00020803260145918517,UNVERIFIED,False
Hangdian__100,q_000621,q_000622,Hangdian_100_000021,Hangdian_100_000022,21,22,1,True,0.00020641666668552716,6.944444450596166e-07,0.00020641783483665187,UNVERIFIED,False
Hangdian__100,q_000622,q_000623,Hangdian_100_000022,Hangdian_100_000023,22,23,1,True,0.00020863888887845405,-5.5555556599529154e-08,0.00020863889627501333,UNVERIFIED,False
Hangdian__100,q_000623,q_000624,Hangdian_100_000023,Hangdian_100_000024,23,24,1,True,0.00020819444443986868,5.555555553371505e-07,0.00020819518567344596,UNVERIFIED,False
Hangdian__100,q_000624,q_000625,Hangdian_100_000024,Hangdian_100_000025,24,25,1,True,0.0002084166666662668,1.111111110674301e-06,0.00020841962842347173,UNVERIFIED,False
Hangdian__100,q_000625,q_000626,Hangdian_100_000025,Hangdian_100_000026,25,26,1,True,0.00020997222220842104,1.2222222238733593e-06,0.00020997577938016346,UNVERIFIED,False
Hangdian__100,q_000626,q_000627,Hangdian_100_000026,Hangdian_100_000027,26,27,1,True,0.00020572222224757297,2.7777776523407738e-08,0.0002057222241229291,UNVERIFIED,False
Hangdian__100,q_000627,q_000628,Hangdian_100_000027,Hangdian_100_000028,27,28,1,True,0.0002074166666545807,5.833333318605582e-07,0.00020741748692883517,UNVERIFIED,False
Hangdian__100,q_000628,q_000629,Hangdian_100_000028,Hangdian_100_000029,28,29,1,True,0.00020891666667921527,9.999999974752427e-07,0.00020891905996425812,UNVERIFIED,False
