sample_key,dataset_partition,sample_id,site_token,nominal_level_token,sequence_token,uav_E,uav_N,gps_member,uav_member,coordinate_schema,crs_status,nominal_level_status,uav_crc32,uav_file_size,query_id,sequence_index,ordered_group_id,sequence_provenance,verified_timestamp_available,verified_fixed_frame_interval
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000023,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000023,Hangdian,100,23,120.3382115,30.317656083333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000023/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000023/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3812639130,43590,q_000623,23,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000024,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000024,Hangdian,100,24,120.33841969444444,30.317656638888888,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000024/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000024/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,834922205,44344,q_000624,24,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000025,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000025,Hangdian,100,25,120.3386281111111,30.31765775,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000025/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000025/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2041426746,44553,q_000625,25,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000026,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000026,Hangdian,100,26,120.33883808333331,30.317658972222223,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000026/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000026/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1986844169,44579,q_000626,26,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000027,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000027,Hangdian,100,27,120.33904380555556,30.317659,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000027/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000027/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3367231918,43494,q_000627,27,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000028,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000028,Hangdian,100,28,120.33925122222222,30.31765958333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000028/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000028/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,156171155,43712,q_000628,28,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000029,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000029,Hangdian,100,29,120.3394601388889,30.31766058333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000029/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000029/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3589234014,43634,q_000629,29,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000030,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000030,Hangdian,100,30,120.33966744444444,30.31766105555556,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000030/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000030/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3529887784,43304,q_000630,30,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000031,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000031,Hangdian,100,31,120.339868,30.31766202777778,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000031/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000031/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2487914515,43866,q_000631,31,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000032,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000032,Hangdian,100,32,120.34008097222222,30.31766208333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000032/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000032/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2847289452,43917,q_000632,32,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000033,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000033,Hangdian,100,33,120.34028805555556,30.317663083333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000033/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000033/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2321740541,44194,q_000633,33,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000034,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000034,Hangdian,100,34,120.34029905555556,30.317485055555554,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000034/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000034/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,694226800,44901,q_000634,34,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000035,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000035,Hangdian,100,35,120.34009375,30.31748338888889,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000035/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000035/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2248380497,44465,q_000635,35,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000036,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000036,Hangdian,100,36,120.33988652777778,30.31748233333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000036/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000036/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2808030649,43969,q_000636,36,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000037,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000037,Hangdian,100,37,120.3396806111111,30.31748155555556,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000037/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000037/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1338468782,42603,q_000637,37,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000038,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000038,Hangdian,100,38,120.339476,30.31748027777778,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000038/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000038/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3540664255,42317,q_000638,38,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000039,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000039,Hangdian,100,39,120.33926722222222,30.31747927777777,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000039/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000039/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1559793281,42274,q_000639,39,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000040,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000040,Hangdian,100,40,120.33905708333332,30.31747861111111,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000040/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000040/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3389502262,42503,q_000640,40,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000041,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000041,Hangdian,100,41,120.33884619444444,30.317478666666663,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000041/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000041/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,4166497065,44245,q_000641,41,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000042,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000042,Hangdian,100,42,120.33863744444444,30.317479055555555,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000042/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000042/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,518096406,43959,q_000642,42,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000043,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000043,Hangdian,100,43,120.33843094444444,30.317477666666665,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000043/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000043/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,468168122,43443,q_000643,43,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000044,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000044,Hangdian,100,44,120.33822255555556,30.31747861111111,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000044/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000044/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,17547420,42670,q_000644,44,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000045,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000045,Hangdian,100,45,120.33802372222222,30.31747783333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000045/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000045/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,292908910,42231,q_000645,45,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000046,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000046,Hangdian,100,46,120.33781297222222,30.317477694444445,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000046/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000046/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,4072321099,42263,q_000646,46,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000047,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000047,Hangdian,100,47,120.33760283333334,30.31747652777777,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000047/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000047/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2573903650,42406,q_000647,47,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000048,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000048,Hangdian,100,48,120.33739469444444,30.31747575,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000048/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000048/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,934228158,42715,q_000648,48,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000049,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000049,Hangdian,100,49,120.33718647222224,30.317475777777776,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000049/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000049/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2194145108,44056,q_000649,49,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000050,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000050,Hangdian,100,50,120.33697847222224,30.317474472222223,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000050/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000050/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1256074991,43673,q_000650,50,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000051,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000051,Hangdian,100,51,120.33697738888888,30.31729752777778,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000051/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000051/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2005668476,42707,q_000651,51,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000052,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000052,Hangdian,100,52,120.33718591666668,30.317294,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000052/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000052/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2237853273,42453,q_000652,52,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000053,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000053,Hangdian,100,53,120.33739038888888,30.31729483333333,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000053/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000053/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2000407591,41624,q_000653,53,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000054,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000054,Hangdian,100,54,120.33759769444444,30.3172945,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000054/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000054/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3115553724,41722,q_000654,54,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000055,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000055,Hangdian,100,55,120.33780183333332,30.317297027777776,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000055/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000055/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,4002640116,41845,q_000655,55,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000056,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000056,Hangdian,100,56,120.33801233333334,30.31729511111111,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000056/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000056/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1553675696,41416,q_000656,56,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000057,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000057,Hangdian,100,57,120.33821816666666,30.317295777777776,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000057/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000057/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3058795133,41684,q_000657,57,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000058,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000058,Hangdian,100,58,120.33842777777778,30.317294416666662,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000058/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000058/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2434560341,41856,q_000658,58,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000059,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000059,Hangdian,100,59,120.33863630555555,30.31729436111111,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000059/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000059/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1788704500,41647,q_000659,59,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000060,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000060,Hangdian,100,60,120.33884427777778,30.317295055555554,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000060/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000060/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,859918962,42124,q_000660,60,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000061,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000061,Hangdian,100,61,120.33905275,30.317294416666662,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000061/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000061/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,3780200986,42691,q_000661,61,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000062,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000062,Hangdian,100,62,120.33925944444444,30.31729491666667,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000062/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000062/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2206404415,42596,q_000662,62,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000063,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000063,Hangdian,100,63,120.33946886111111,30.31729375,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000063/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000063/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2364043017,42891,q_000663,63,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000064,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000064,Hangdian,100,64,120.33967813888889,30.31729263888889,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000064/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000064/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2640874813,42977,q_000664,64,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000065,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000065,Hangdian,100,65,120.33988388888888,30.317292944444443,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000065/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000065/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,692180180,42367,q_000665,65,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000066,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000066,Hangdian,100,66,120.34009305555556,30.317292166666668,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000066/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000066/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2533859416,42544,q_000666,66,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000067,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000067,Hangdian,100,67,120.34030141666666,30.31729255555556,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000067/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000067/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1970502696,43168,q_000667,67,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000068,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000068,Hangdian,100,68,120.34030980555556,30.31711405555556,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000068/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000068/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,982345766,44584,q_000668,68,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000069,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000069,Hangdian,100,69,120.34010719444444,30.317109944444443,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000069/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000069/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,1823000858,43464,q_000669,69,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000070,merge_test_700-1800_cr0.95_stride100,Hangdian_100_000070,Hangdian,100,70,120.33989688888887,30.317108333333334,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000070/GPS_info.json,map2019/merge_test_700-1800_cr0.95_stride100/Hangdian_100_000070/UAV/0.JPG,GEOGRAPHIC_DEGREES_EAST_NORTH,UNVERIFIED,NOT_VERIFIED_AS_AGL_OR_MSL,2553855780,42876,q_000670,70,Hangdian__100,DATASET_SAMPLE_NAME_ORDERING,False,False
